listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category
778,389,Nigeria,Kano,Organic,Market Waste,155.96,Medium,,41,Matched,104.66,Open,6.59,2026-01-22 10:06:23,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
779,390,Nigeria,Port Harcourt,Solid,Scrap Metal,49.55,High,,5,Matched,45.72,Closed,7.04,2026-01-01 10:57:18,2,7,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
780,390,Nigeria,Port Harcourt,Organic,Agricultural Residue,105.97,Low,,5,Unmatched,71.04,Closed,5.8,2025-10-20 16:37:45,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
781,391,Kenya,Eldoret,Solid,LDPE 'Sachet' Water Bags,318.8,Medium,,27,Unmatched,391.74,Open,7.43,2026-01-19 15:06:19,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
782,391,Kenya,Eldoret,Organic,Food Scraps,42.48,High,,29,Unmatched,14.37,Closed,5.06,2026-03-01 01:30:52,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
783,392,Kenya,Kisumu,Organic,Food Scraps,76.24,Low,,58,Matched,27.33,Closed,6.4,2025-09-24 17:17:44,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
784,392,Kenya,Kisumu,Organic,Market Waste,12.53,Low,,12,Matched,10.07,Closed,6.47,2026-02-03 19:27:05,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
785,393,Nigeria,Lagos,Organic,Market Waste,494.69,Low,,25,Unmatched,194.19,In Progress,6.87,2025-12-19 20:39:58,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
786,393,Nigeria,Lagos,Liquid,Septage/Sewage,141.22,High,,10,Matched,12.39,In Progress,11.49,2026-02-15 09:57:07,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
787,394,Nigeria,Abuja,Organic,Market Waste,250.46,Medium,,18,Unmatched,195.98,In Progress,5.42,2025-09-20 09:15:36,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
788,394,Nigeria,Abuja,Organic,Livestock Manure,196.58,Low,,16,Unmatched,99.67,In Progress,6.58,2025-09-27 06:19:20,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
789,395,Kenya,Eldoret,Liquid,Used Cooking Oil,268.9,Low,,8,Matched,43.51,Open,10.86,2026-03-02 10:25:49,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
790,395,Kenya,Eldoret,Organic,Food Scraps,88.86,High,,52,Matched,32.45,Closed,6.22,2026-03-09 14:29:49,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
791,396,Nigeria,Abuja,Liquid,Septage/Sewage,331.1,High,,30,Unmatched,107.8,In Progress,6.56,2025-10-02 19:37:07,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
792,396,Nigeria,Abuja,Liquid,Septage/Sewage,274.28,Medium,,52,Matched,73.95,In Progress,5.7,2025-11-16 11:22:51,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
793,397,Nigeria,Port Harcourt,Organic,Food Scraps,235.97,High,,50,Unmatched,169.96,Closed,6.46,2026-01-11 08:08:11,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
794,397,Nigeria,Port Harcourt,Liquid,Greywater,488.81,Low,,40,Matched,158.13,Closed,10.33,2025-11-13 09:09:43,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
795,398,Nigeria,Ibadan,Liquid,Septage/Sewage,471.37,High,,11,Matched,166.39,Closed,7.29,2026-03-03 21:47:31,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
796,398,Nigeria,Ibadan,Liquid,Industrial Effluent,273.64,Low,,2,Unmatched,45.06,Open,4.89,2025-09-28 20:47:26,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated
797,399,Kenya,Nairobi,Solid,LDPE 'Sachet' Water Bags,276.84,Medium,,26,Unmatched,69.8,Open,6.53,2026-03-10 09:27:42,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
798,399,Kenya,Nairobi,Organic,Agricultural Residue,138.33,High,,51,Matched,68.14,Closed,5.69,2025-12-04 13:16:04,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
799,400,Kenya,Nakuru,Liquid,Industrial Effluent,113.3,Low,,53,Matched,26.14,Open,3.4,2026-03-09 15:44:41,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
800,400,Kenya,Nakuru,Organic,Livestock Manure,422.92,Low,,25,Matched,220.67,Open,5.7,2025-11-26 02:12:17,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
801,401,Nigeria,Lagos,Liquid,Used Cooking Oil,434.13,Low,,60,Matched,162.26,Closed,7.44,2026-01-24 22:41:50,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
802,401,Nigeria,Lagos,Solid,Textiles/Used Clothing,348.77,High,,33,Matched,124.62,Open,7.21,2026-01-22 04:19:38,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
803,402,Kenya,Mombasa,Organic,Market Waste,354.02,Medium,,60,Unmatched,237.41,In Progress,5.46,2026-03-07 12:13:47,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
804,402,Kenya,Mombasa,Organic,Market Waste,58.96,High,,37,Matched,32.54,In Progress,5.89,2025-10-04 01:20:11,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
805,403,Kenya,Nairobi,Others,Miscellaneous,427.01,Medium,,9,Matched,209.09,In Progress,7.37,2025-12-02 14:08:36,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
806,403,Kenya,Nairobi,Organic,Food Scraps,466.73,High,,29,Matched,122.5,In Progress,5.97,2026-02-26 14:16:44,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
807,404,Kenya,Nairobi,Liquid,Greywater,271.72,Medium,,54,Unmatched,58.19,In Progress,7.26,2026-02-04 03:39:20,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
808,404,Kenya,Nairobi,Organic,Market Waste,241.6,High,,22,Matched,117.89,In Progress,5.47,2026-02-27 03:58:46,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
809,405,Kenya,Kisumu,Solid,Textiles/Used Clothing,152.99,Low,,35,Unmatched,108.53,In Progress,6.69,2025-10-13 19:32:11,2,8,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
810,405,Kenya,Kisumu,Liquid,Septage/Sewage,407.51,High,,58,Unmatched,44.13,In Progress,4.21,2025-11-01 08:30:36,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
811,406,Nigeria,Lagos,Organic,Livestock Manure,365.32,High,,54,Matched,238.46,Open,6.95,2025-10-08 06:07:16,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
812,406,Nigeria,Lagos,Organic,Market Waste,341.41,High,,44,Unmatched,236.59,In Progress,5.03,2026-01-05 09:24:26,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
813,407,Kenya,Mombasa,Liquid,Industrial Effluent,407.25,Low,,47,Matched,112.06,Closed,5.51,2026-02-06 03:24:19,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
814,407,Kenya,Mombasa,Organic,Market Waste,38.4,Medium,,27,Matched,16.22,Open,5.61,2025-12-22 15:48:20,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
815,408,Kenya,Nakuru,Liquid,Greywater,187.09,High,,41,Matched,35.6,Closed,11.65,2026-03-16 16:16:22,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
816,408,Kenya,Nakuru,Organic,Food Scraps,391.11,Low,,53,Matched,105.8,In Progress,6.55,2025-10-09 22:42:50,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
817,409,Nigeria,Lagos,Organic,Food Scraps,278.3,Low,,27,Unmatched,194.29,In Progress,6.53,2025-12-26 20:58:37,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
818,409,Nigeria,Lagos,Organic,Livestock Manure,415.89,Low,,6,Matched,235.1,Closed,6.82,2026-01-23 11:57:17,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
819,410,Nigeria,Ibadan,Organic,Food Scraps,108.02,Low,,34,Matched,38.86,In Progress,6.63,2026-02-24 11:48:46,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
820,410,Nigeria,Ibadan,Liquid,Greywater,467.08,High,,19,Unmatched,174.75,Closed,6.99,2026-01-07 05:25:50,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
821,411,Kenya,Kisumu,Organic,Livestock Manure,452.03,High,,7,Unmatched,232.3,In Progress,5.52,2026-02-14 00:46:49,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
822,411,Kenya,Kisumu,Liquid,Greywater,128.29,Medium,,41,Matched,22.64,In Progress,8.17,2026-03-16 09:50:32,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
823,412,Kenya,Kisumu,Organic,Agricultural Residue,268.85,High,,41,Matched,53.07,In Progress,6.46,2025-12-27 12:22:05,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
824,412,Kenya,Kisumu,Solid,Scrap Metal,174.44,Low,,36,Unmatched,167.39,Closed,6.92,2025-11-04 09:59:21,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General
825,413,Nigeria,Lagos,Organic,Market Waste,267.84,Low,,15,Matched,140.16,In Progress,5.31,2025-12-21 22:06:30,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
826,413,Nigeria,Lagos,Liquid,Septage/Sewage,101.75,Low,,59,Unmatched,33.16,Closed,7.21,2026-03-07 06:50:58,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
827,414,Kenya,Kisumu,Organic,Market Waste,207.19,Medium,,17,Unmatched,130.21,Open,5.53,2025-10-04 01:04:06,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
828,414,Kenya,Kisumu,Liquid,Greywater,239.13,Low,,26,Unmatched,42.34,Open,5.41,2025-11-01 17:59:49,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
829,415,Nigeria,Ibadan,Others,E-waste,66.26,Low,,7,Matched,16.45,In Progress,7.09,2026-01-10 23:50:54,4,13,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
830,415,Nigeria,Ibadan,Organic,Market Waste,331.95,Medium,,2,Unmatched,122.02,In Progress,6.26,2025-10-10 06:19:47,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
831,416,Nigeria,Abuja,Organic,Livestock Manure,21.27,Medium,,34,Matched,14.29,In Progress,6.61,2026-02-13 15:48:33,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
832,416,Nigeria,Abuja,Organic,Livestock Manure,215.56,High,,43,Matched,56.65,In Progress,6.07,2026-02-20 03:54:49,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
833,417,Nigeria,Abuja,Organic,Agricultural Residue,233.51,High,,19,Matched,75.07,Open,5.09,2025-11-16 09:04:35,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
834,417,Nigeria,Abuja,Solid,Textiles/Used Clothing,438.11,Medium,,35,Matched,165.08,In Progress,6.63,2025-11-19 11:03:43,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
835,418,Kenya,Mombasa,Organic,Food Scraps,17.58,Medium,,28,Unmatched,7.08,Open,5.38,2026-02-25 03:26:13,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
836,418,Kenya,Mombasa,Organic,Agricultural Residue,62.25,Low,,7,Matched,45.52,Closed,5.52,2026-01-07 23:38:10,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
837,419,Kenya,Nakuru,Solid,PET Bottles,153.52,Low,,57,Matched,136.77,Closed,7.28,2026-02-06 16:14:56,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General
838,419,Kenya,Nakuru,Solid,LDPE 'Sachet' Water Bags,415.87,High,,34,Unmatched,495.16,Open,7.01,2025-12-01 05:46:49,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
839,420,Nigeria,Abuja,Organic,Food Scraps,491.79,High,,5,Matched,136.21,Open,6.42,2026-02-19 23:58:21,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
840,420,Nigeria,Abuja,Liquid,Used Cooking Oil,490.03,Medium,,13,Matched,140.69,In Progress,8.97,2026-02-08 20:09:19,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
841,421,Nigeria,Ibadan,Liquid,Industrial Effluent,57.09,Medium,,1,Matched,14.98,In Progress,6.51,2026-02-07 23:34:43,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
842,421,Nigeria,Ibadan,Solid,PET Bottles,24.11,High,,37,Matched,23.72,Closed,7.3,2025-11-01 08:01:47,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
843,422,Nigeria,Abuja,Liquid,Septage/Sewage,138.1,High,,19,Matched,25.45,In Progress,2.97,2026-03-17 04:13:30,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
844,422,Nigeria,Abuja,Organic,Market Waste,286.87,Medium,,41,Unmatched,77.82,In Progress,5.93,2025-12-07 15:11:27,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
845,423,Kenya,Mombasa,Organic,Agricultural Residue,483.42,Low,,21,Unmatched,278.5,Open,6.05,2025-10-28 20:28:16,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
846,423,Kenya,Mombasa,Organic,Market Waste,212.89,High,,2,Matched,94.28,Open,6.98,2025-10-14 12:51:44,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
847,424,Nigeria,Lagos,Liquid,Industrial Effluent,386.52,Low,,22,Matched,61.53,Closed,7.11,2025-10-07 06:16:04,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated
848,424,Nigeria,Lagos,Organic,Market Waste,85.35,High,,51,Matched,44.8,Closed,6.94,2025-10-20 12:45:23,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
849,425,Nigeria,Abuja,Organic,Market Waste,380.32,Medium,,5,Unmatched,85.27,Open,5.38,2025-10-28 02:17:49,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
850,425,Nigeria,Abuja,Solid,Textiles/Used Clothing,93.33,High,,26,Matched,66.95,Closed,6.67,2025-11-08 19:57:42,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
851,426,Kenya,Mombasa,Organic,Market Waste,141.87,High,,4,Unmatched,125.18,Open,5.7,2025-12-10 20:34:56,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
852,426,Kenya,Mombasa,Organic,Market Waste,391.51,Medium,,11,Unmatched,108.27,Closed,6.79,2025-12-04 19:38:47,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
853,427,Kenya,Eldoret,Liquid,Septage/Sewage,466.76,Medium,,20,Matched,86.95,Open,8.62,2025-11-04 21:37:48,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
854,427,Kenya,Eldoret,Liquid,Septage/Sewage,201.32,High,,18,Unmatched,47.5,Closed,7.59,2026-03-03 01:53:01,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
855,428,Kenya,Eldoret,Organic,Livestock Manure,53.34,High,,24,Unmatched,45.71,Open,6.22,2026-01-08 23:39:32,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
856,428,Kenya,Eldoret,Organic,Food Scraps,483.52,High,,14,Matched,178.43,Open,6.78,2025-09-27 09:06:35,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
857,429,Nigeria,Port Harcourt,Liquid,Industrial Effluent,50.01,Medium,,32,Unmatched,19.36,In Progress,8.0,2025-12-20 17:42:54,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
858,429,Nigeria,Port Harcourt,Organic,Agricultural Residue,352.12,Medium,,39,Matched,132.31,Open,5.3,2025-12-29 02:37:43,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
859,430,Nigeria,Ibadan,Others,E-waste,438.87,High,,37,Unmatched,55.21,In Progress,7.36,2025-11-28 06:43:49,4,13,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
860,430,Nigeria,Ibadan,Solid,Scrap Metal,86.84,Medium,,40,Matched,89.51,Closed,6.54,2026-01-30 08:56:00,2,7,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
861,431,Kenya,Kisumu,Organic,Food Scraps,426.9,Low,,8,Unmatched,249.71,Open,6.84,2025-10-08 10:54:59,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
862,431,Kenya,Kisumu,Solid,Scrap Metal,261.53,High,,18,Unmatched,205.57,In Progress,6.84,2025-11-16 23:25:43,2,7,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
863,432,Kenya,Kisumu,Organic,Food Scraps,31.61,Medium,,26,Unmatched,18.27,Open,6.74,2025-12-31 11:50:05,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
864,432,Kenya,Kisumu,Liquid,Greywater,421.74,Medium,,54,Matched,58.76,Closed,11.8,2025-12-07 19:26:33,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
865,433,Nigeria,Ibadan,Solid,PET Bottles,334.38,Low,,19,Matched,274.14,Open,6.86,2025-12-17 17:27:33,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
866,433,Nigeria,Ibadan,Others,Miscellaneous,332.22,Medium,,59,Matched,124.33,In Progress,7.49,2026-01-27 02:16:13,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
867,434,Nigeria,Kano,Organic,Agricultural Residue,497.28,Medium,,45,Unmatched,240.49,Closed,6.81,2025-11-03 08:32:14,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
868,434,Nigeria,Kano,Organic,Agricultural Residue,303.9,Low,,8,Matched,206.68,In Progress,5.03,2025-11-09 10:48:42,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
869,435,Kenya,Kisumu,Liquid,Used Cooking Oil,196.29,High,,44,Unmatched,34.13,Open,3.52,2026-03-06 06:56:09,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
870,435,Kenya,Kisumu,Liquid,Septage/Sewage,342.41,Medium,,26,Unmatched,90.08,Open,2.05,2026-02-15 19:27:24,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
871,436,Kenya,Kisumu,Liquid,Greywater,161.05,Medium,,52,Unmatched,44.91,Open,4.69,2026-03-17 11:05:09,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
872,436,Kenya,Kisumu,Solid,Textiles/Used Clothing,449.79,High,,25,Matched,330.32,In Progress,7.34,2025-10-14 15:48:55,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
873,437,Kenya,Nakuru,Others,Textiles,478.96,High,,43,Matched,111.75,Open,7.44,2025-11-26 00:10:19,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
874,437,Kenya,Nakuru,Liquid,Industrial Effluent,56.3,Low,,16,Unmatched,17.41,Open,9.84,2025-12-17 19:10:21,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
875,438,Nigeria,Lagos,Solid,Scrap Metal,160.62,Low,,57,Matched,42.46,Closed,7.27,2026-02-02 11:44:53,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
876,438,Nigeria,Lagos,Organic,Market Waste,85.45,Medium,,30,Matched,44.71,Closed,5.39,2025-11-26 22:16:04,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
877,439,Nigeria,Ibadan,Organic,Livestock Manure,390.81,High,,55,Unmatched,281.64,Closed,5.87,2026-02-23 00:19:07,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
878,439,Nigeria,Ibadan,Organic,Livestock Manure,479.2,Medium,,27,Unmatched,134.14,In Progress,5.72,2025-11-15 08:39:41,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
879,440,Nigeria,Abuja,Others,Textiles,439.63,High,,33,Unmatched,178.0,In Progress,6.86,2025-09-20 14:41:29,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
880,440,Nigeria,Abuja,Solid,PET Bottles,332.34,High,,4,Matched,120.16,In Progress,6.81,2026-01-19 20:14:57,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
881,441,Kenya,Mombasa,Organic,Food Scraps,182.65,Medium,,19,Unmatched,144.46,In Progress,5.81,2026-03-11 07:09:12,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
882,441,Kenya,Mombasa,Solid,Textiles/Used Clothing,181.07,High,,19,Unmatched,221.95,Closed,7.08,2026-01-12 03:46:47,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
883,442,Kenya,Nakuru,Organic,Livestock Manure,410.95,Medium,,48,Unmatched,84.39,In Progress,6.38,2025-09-23 06:42:08,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
884,442,Kenya,Nakuru,Organic,Market Waste,105.95,High,,34,Matched,68.56,In Progress,5.08,2026-02-26 22:01:36,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
885,443,Nigeria,Abuja,Solid,PET Bottles,327.68,High,,42,Unmatched,362.25,In Progress,6.7,2026-02-07 02:33:50,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
886,443,Nigeria,Abuja,Organic,Agricultural Residue,146.91,High,,57,Matched,96.8,Open,5.36,2026-01-23 02:39:48,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
887,444,Nigeria,Lagos,Organic,Market Waste,311.84,Medium,,1,Matched,75.69,Closed,6.23,2026-02-18 15:48:54,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
888,444,Nigeria,Lagos,Liquid,Greywater,194.94,Medium,,25,Matched,74.29,In Progress,8.97,2025-09-27 03:16:12,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
889,445,Nigeria,Abuja,Liquid,Septage/Sewage,277.3,High,,29,Matched,51.63,Closed,11.72,2026-01-28 15:17:31,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
890,445,Nigeria,Abuja,Others,Construction debris,119.44,Medium,,14,Unmatched,24.03,In Progress,6.92,2026-03-13 16:08:22,4,15,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
891,446,Kenya,Kisumu,Liquid,Industrial Effluent,201.31,High,,27,Matched,29.78,Closed,11.48,2026-02-16 16:33:56,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
892,446,Kenya,Kisumu,Organic,Agricultural Residue,371.28,High,,25,Unmatched,195.28,Closed,6.4,2026-01-24 22:21:17,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
893,447,Kenya,Nakuru,Others,Textiles,165.03,High,,27,Unmatched,28.98,In Progress,7.17,2025-11-02 01:26:56,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
894,447,Kenya,Nakuru,Organic,Livestock Manure,43.0,High,,56,Unmatched,8.86,Closed,6.39,2025-11-04 15:27:51,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
895,448,Nigeria,Abuja,Organic,Market Waste,41.75,Low,,20,Matched,17.09,In Progress,6.99,2026-01-01 20:22:38,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
896,448,Nigeria,Abuja,Organic,Market Waste,317.83,Medium,,49,Unmatched,199.36,In Progress,6.6,2025-11-30 05:15:53,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
897,449,Nigeria,Port Harcourt,Organic,Market Waste,167.29,Low,,6,Matched,50.66,Closed,6.13,2025-11-15 13:46:27,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
