listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category,recycler_id,business_name,main_speciality,waste_types_accepted,capacity_kg_per_day,current_load_kg,country_recycler,city_recycler,gps_lat,gps_lng,certification_level,processing_efficiency,city_match,country_match,waste_category_match,estimated_distance,ai_explanation,net_climate_impact
870,435,Kenya,Kisumu,Liquid,Septage/Sewage,342.41,Medium,14.499999999999996,26,Unmatched,90.08,Open,2.05,2026-02-23 13:04:43,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,26,Davidson LLC,Liquid,"['PET Bottles', 'E-waste', 'Construction debris']",1460,2967,Nigeria,Abuja,9.095189,7.384723,Advanced,0.95,0,0,1,100,Recycler specializes in this waste category,-11.31
871,436,Kenya,Kisumu,Liquid,Greywater,161.05,Medium,22.5,52,Unmatched,44.91,Open,4.69,2026-03-25 04:42:28,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,52,Smith-Mills,Solid,"['E-waste', 'Wastewater', 'Construction debris']",3770,1910,Kenya,Kisumu,-0.102066,34.732188,Advanced,0.83,1,1,0,5,Recycler is in the same city,-5.3
871,436,Kenya,Kisumu,Liquid,Greywater,161.05,Medium,22.5,52,Unmatched,44.91,Open,4.69,2026-03-25 04:42:28,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,52,Smith-Mills,Solid,"['E-waste', 'Wastewater', 'Construction debris']",3770,1910,Kenya,Kisumu,-0.102066,34.732188,Advanced,0.83,1,1,0,5,Recycler is in the same city,137.9
872,436,Kenya,Kisumu,Solid,Textiles/Used Clothing,449.79,High,0.0,25,Matched,330.32,In Progress,7.34,2025-10-22 09:26:14,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,25,Welch-Thomas,Others,"['Wastewater', 'Construction debris', 'E-waste']",2042,2511,Nigeria,Kano,11.971364,8.575456,None,0.93,0,0,0,100,,-5.3
872,436,Kenya,Kisumu,Solid,Textiles/Used Clothing,449.79,High,0.0,25,Matched,330.32,In Progress,7.34,2025-10-22 09:26:14,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,25,Welch-Thomas,Others,"['Wastewater', 'Construction debris', 'E-waste']",2042,2511,Nigeria,Kano,11.971364,8.575456,None,0.93,0,0,0,100,,137.9
873,437,Kenya,Nakuru,Others,Textiles,478.96,High,10.499999999999998,43,Matched,111.75,Open,7.44,2025-12-03 17:47:38,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,43,Johnson Ltd,Others,"['Wastewater', 'PET Bottles', 'Food Scraps']",2399,377,Nigeria,Kano,12.03928,8.560558,Advanced,0.72,0,0,1,100,Recycler specializes in this waste category,-50.04
873,437,Kenya,Nakuru,Others,Textiles,478.96,High,10.499999999999998,43,Matched,111.75,Open,7.44,2025-12-03 17:47:38,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,43,Johnson Ltd,Others,"['Wastewater', 'PET Bottles', 'Food Scraps']",2399,377,Nigeria,Kano,12.03928,8.560558,Advanced,0.72,0,0,1,100,Recycler specializes in this waste category,-12.67
874,437,Kenya,Nakuru,Liquid,Industrial Effluent,56.3,Low,18.000000000000004,16,Unmatched,17.41,Open,9.84,2025-12-25 12:47:40,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,16,Brown LLC,Organic,"['Wastewater', 'Food Scraps', 'Textiles']",1423,2148,Kenya,Kisumu,-0.128381,34.788103,Advanced,0.78,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-50.04
874,437,Kenya,Nakuru,Liquid,Industrial Effluent,56.3,Low,18.000000000000004,16,Unmatched,17.41,Open,9.84,2025-12-25 12:47:40,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,16,Brown LLC,Organic,"['Wastewater', 'Food Scraps', 'Textiles']",1423,2148,Kenya,Kisumu,-0.128381,34.788103,Advanced,0.78,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-12.67
875,438,Nigeria,Lagos,Solid,Scrap Metal,160.62,Low,12.000000000000002,57,Matched,42.46,Closed,7.27,2026-02-10 05:22:12,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General,57,"Brooks, Jenkins and Castro",Organic,"['PET Bottles', 'E-waste', 'Wastewater']",4103,2996,Kenya,Eldoret,0.543226,35.276415,Advanced,0.88,0,0,0,100,Low contamination risk; Low toxicity,-4.54
875,438,Nigeria,Lagos,Solid,Scrap Metal,160.62,Low,12.000000000000002,57,Matched,42.46,Closed,7.27,2026-02-10 05:22:12,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General,57,"Brooks, Jenkins and Castro",Organic,"['PET Bottles', 'E-waste', 'Wastewater']",4103,2996,Kenya,Eldoret,0.543226,35.276415,Advanced,0.88,0,0,0,100,Low contamination risk; Low toxicity,26.58
876,438,Nigeria,Lagos,Organic,Market Waste,85.45,Medium,14.0,30,Matched,44.71,Closed,5.39,2025-12-04 15:53:23,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,30,Page-Jacobs,Liquid,"['Food Scraps', 'PET Bottles', 'Textiles']",1506,1480,Nigeria,Port Harcourt,4.776362,7.043561,None,0.71,0,1,0,20,Recycler is in the same country,-4.54
876,438,Nigeria,Lagos,Organic,Market Waste,85.45,Medium,14.0,30,Matched,44.71,Closed,5.39,2025-12-04 15:53:23,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,30,Page-Jacobs,Liquid,"['Food Scraps', 'PET Bottles', 'Textiles']",1506,1480,Nigeria,Port Harcourt,4.776362,7.043561,None,0.71,0,1,0,20,Recycler is in the same country,26.58
877,439,Nigeria,Ibadan,Organic,Livestock Manure,390.81,High,0.0,55,Unmatched,281.64,Closed,5.87,2026-03-02 17:56:26,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,55,Evans-Cannon,Liquid,"['Food Scraps', 'Construction debris', 'PET Bottles']",4768,1520,Kenya,Nairobi,-1.237179,36.781817,None,0.83,0,0,0,100,,-10.64
877,439,Nigeria,Ibadan,Organic,Livestock Manure,390.81,High,0.0,55,Unmatched,281.64,Closed,5.87,2026-03-02 17:56:26,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,55,Evans-Cannon,Liquid,"['Food Scraps', 'Construction debris', 'PET Bottles']",4768,1520,Kenya,Nairobi,-1.237179,36.781817,None,0.83,0,0,0,100,,26.42
878,439,Nigeria,Ibadan,Organic,Livestock Manure,479.2,Medium,8.0,27,Unmatched,134.14,In Progress,5.72,2025-11-23 02:17:00,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,27,Welch-Duncan,Liquid,"['PET Bottles', 'E-waste', 'Wastewater']",2512,1604,Kenya,Mombasa,-4.033664,39.68155,Basic,0.91,0,0,0,100,,-10.64
878,439,Nigeria,Ibadan,Organic,Livestock Manure,479.2,Medium,8.0,27,Unmatched,134.14,In Progress,5.72,2025-11-23 02:17:00,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,27,Welch-Duncan,Liquid,"['PET Bottles', 'E-waste', 'Wastewater']",2512,1604,Kenya,Mombasa,-4.033664,39.68155,Basic,0.91,0,0,0,100,,26.42
879,440,Nigeria,Abuja,Others,Textiles,439.63,High,6.0,33,Unmatched,178.0,In Progress,6.86,2025-09-28 08:18:48,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,33,Gutierrez-White,Organic,"['Textiles', 'Construction debris', 'Wastewater']",2301,703,Nigeria,Port Harcourt,4.800909,7.02348,Basic,0.76,0,1,0,20,Recycler is in the same country,-45.72
879,440,Nigeria,Abuja,Others,Textiles,439.63,High,6.0,33,Unmatched,178.0,In Progress,6.86,2025-09-28 08:18:48,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,33,Gutierrez-White,Organic,"['Textiles', 'Construction debris', 'Wastewater']",2301,703,Nigeria,Port Harcourt,4.800909,7.02348,Basic,0.76,0,1,0,20,Recycler is in the same country,-1.3
880,440,Nigeria,Abuja,Solid,PET Bottles,332.34,High,6.0,4,Matched,120.16,In Progress,6.81,2026-01-27 13:52:16,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,4,White-Coleman,Others,"['Textiles', 'Construction debris', 'E-waste']",843,2781,Nigeria,Kano,11.990954,8.562801,Basic,0.98,0,1,0,20,Recycler is in the same country,-45.72
880,440,Nigeria,Abuja,Solid,PET Bottles,332.34,High,6.0,4,Matched,120.16,In Progress,6.81,2026-01-27 13:52:16,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,4,White-Coleman,Others,"['Textiles', 'Construction debris', 'E-waste']",843,2781,Nigeria,Kano,11.990954,8.562801,Basic,0.98,0,1,0,20,Recycler is in the same country,-1.3
881,441,Kenya,Mombasa,Organic,Food Scraps,182.65,Medium,14.0,19,Unmatched,144.46,In Progress,5.81,2026-03-19 00:46:31,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,19,Cooper-Jenkins,Others,"['Construction debris', 'Wastewater', 'PET Bottles']",2650,1664,Kenya,Eldoret,0.486833,35.282474,None,0.92,0,1,0,20,Recycler is in the same country,-13.28
881,441,Kenya,Mombasa,Organic,Food Scraps,182.65,Medium,14.0,19,Unmatched,144.46,In Progress,5.81,2026-03-19 00:46:31,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,19,Cooper-Jenkins,Others,"['Construction debris', 'Wastewater', 'PET Bottles']",2650,1664,Kenya,Eldoret,0.486833,35.282474,None,0.92,0,1,0,20,Recycler is in the same country,-5.72
882,441,Kenya,Mombasa,Solid,Textiles/Used Clothing,181.07,High,6.0,19,Unmatched,221.95,Closed,7.08,2026-01-19 21:24:06,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,19,Cooper-Jenkins,Others,"['Construction debris', 'Wastewater', 'PET Bottles']",2650,1664,Kenya,Eldoret,0.486833,35.282474,None,0.92,0,1,0,20,Recycler is in the same country,-13.28
882,441,Kenya,Mombasa,Solid,Textiles/Used Clothing,181.07,High,6.0,19,Unmatched,221.95,Closed,7.08,2026-01-19 21:24:06,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,19,Cooper-Jenkins,Others,"['Construction debris', 'Wastewater', 'PET Bottles']",2650,1664,Kenya,Eldoret,0.486833,35.282474,None,0.92,0,1,0,20,Recycler is in the same country,-5.72
883,442,Kenya,Nakuru,Organic,Livestock Manure,410.95,Medium,24.499999999999996,48,Unmatched,84.39,In Progress,6.38,2025-10-01 00:19:27,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,48,"Fields, Elliott and Mills",Organic,"['E-waste', 'PET Bottles', 'Food Scraps']",2852,1887,Kenya,Mombasa,-4.029463,39.693657,Advanced,0.93,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,-53.14
883,442,Kenya,Nakuru,Organic,Livestock Manure,410.95,Medium,24.499999999999996,48,Unmatched,84.39,In Progress,6.38,2025-10-01 00:19:27,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,48,"Fields, Elliott and Mills",Organic,"['E-waste', 'PET Bottles', 'Food Scraps']",2852,1887,Kenya,Mombasa,-4.029463,39.693657,Advanced,0.93,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,-7.19
884,442,Kenya,Nakuru,Organic,Market Waste,105.95,High,6.0,34,Matched,68.56,In Progress,5.08,2026-03-06 15:38:55,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,34,Martinez and Sons,Liquid,"['E-waste', 'Food Scraps', 'Textiles']",2516,1664,Kenya,Mombasa,-4.084359,39.692252,None,0.77,0,1,0,20,Recycler is in the same country,-53.14
884,442,Kenya,Nakuru,Organic,Market Waste,105.95,High,6.0,34,Matched,68.56,In Progress,5.08,2026-03-06 15:38:55,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,34,Martinez and Sons,Liquid,"['E-waste', 'Food Scraps', 'Textiles']",2516,1664,Kenya,Mombasa,-4.084359,39.692252,None,0.77,0,1,0,20,Recycler is in the same country,-7.19
885,443,Nigeria,Abuja,Solid,PET Bottles,327.68,High,0.0,42,Unmatched,362.25,In Progress,6.7,2026-02-14 20:11:09,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,42,Sims-Anderson,Organic,"['Wastewater', 'Food Scraps', 'Construction debris']",4211,610,Kenya,Nairobi,-1.265679,36.783098,Basic,0.74,0,0,0,100,,-33.5
885,443,Nigeria,Abuja,Solid,PET Bottles,327.68,High,0.0,42,Unmatched,362.25,In Progress,6.7,2026-02-14 20:11:09,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,42,Sims-Anderson,Organic,"['Wastewater', 'Food Scraps', 'Construction debris']",4211,610,Kenya,Nairobi,-1.265679,36.783098,Basic,0.74,0,0,0,100,,3.84
886,443,Nigeria,Abuja,Organic,Agricultural Residue,146.91,High,10.499999999999998,57,Matched,96.8,Open,5.36,2026-01-30 20:17:07,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,57,"Brooks, Jenkins and Castro",Organic,"['PET Bottles', 'E-waste', 'Wastewater']",4103,2996,Kenya,Eldoret,0.543226,35.276415,Advanced,0.88,0,0,1,100,Recycler specializes in this waste category,-33.5
886,443,Nigeria,Abuja,Organic,Agricultural Residue,146.91,High,10.499999999999998,57,Matched,96.8,Open,5.36,2026-01-30 20:17:07,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,57,"Brooks, Jenkins and Castro",Organic,"['PET Bottles', 'E-waste', 'Wastewater']",4103,2996,Kenya,Eldoret,0.543226,35.276415,Advanced,0.88,0,0,1,100,Recycler specializes in this waste category,3.84
887,444,Nigeria,Lagos,Organic,Market Waste,311.84,Medium,14.0,1,Matched,75.69,Closed,6.23,2026-02-26 09:26:13,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,1,Carpenter-Nguyen,Solid,"['Construction debris', 'Food Scraps', 'Textiles']",4556,591,Nigeria,Abuja,9.109914,7.438097,None,0.9,0,1,0,20,Recycler is in the same country,-27.23
887,444,Nigeria,Lagos,Organic,Market Waste,311.84,Medium,14.0,1,Matched,75.69,Closed,6.23,2026-02-26 09:26:13,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,1,Carpenter-Nguyen,Solid,"['Construction debris', 'Food Scraps', 'Textiles']",4556,591,Nigeria,Abuja,9.109914,7.438097,None,0.9,0,1,0,20,Recycler is in the same country,106.67
888,444,Nigeria,Lagos,Liquid,Greywater,194.94,Medium,14.0,25,Matched,74.29,In Progress,8.97,2025-10-04 20:53:31,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated,25,Welch-Thomas,Others,"['Wastewater', 'Construction debris', 'E-waste']",2042,2511,Nigeria,Kano,11.971364,8.575456,None,0.93,0,1,0,20,Recycler is in the same country,-27.23
888,444,Nigeria,Lagos,Liquid,Greywater,194.94,Medium,14.0,25,Matched,74.29,In Progress,8.97,2025-10-04 20:53:31,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated,25,Welch-Thomas,Others,"['Wastewater', 'Construction debris', 'E-waste']",2042,2511,Nigeria,Kano,11.971364,8.575456,None,0.93,0,1,0,20,Recycler is in the same country,106.67
889,445,Nigeria,Abuja,Liquid,Septage/Sewage,277.3,High,16.5,29,Matched,51.63,Closed,11.72,2026-02-05 08:54:50,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,29,Edwards Ltd,Liquid,"['Textiles', 'Construction debris', 'E-waste']",2131,1088,Nigeria,Ibadan,7.373038,3.996125,None,0.98,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,-37.09
889,445,Nigeria,Abuja,Liquid,Septage/Sewage,277.3,High,16.5,29,Matched,51.63,Closed,11.72,2026-02-05 08:54:50,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,29,Edwards Ltd,Liquid,"['Textiles', 'Construction debris', 'E-waste']",2131,1088,Nigeria,Ibadan,7.373038,3.996125,None,0.98,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,-10.05
890,445,Nigeria,Abuja,Others,Construction debris,119.44,Medium,14.0,14,Unmatched,24.03,In Progress,6.92,2026-03-21 09:45:41,4,15,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,14,King-Garrison,Solid,"['Food Scraps', 'Construction debris', 'PET Bottles']",1207,2336,Nigeria,Ibadan,7.367695,3.988967,None,0.89,0,1,0,20,Recycler is in the same country,-37.09
890,445,Nigeria,Abuja,Others,Construction debris,119.44,Medium,14.0,14,Unmatched,24.03,In Progress,6.92,2026-03-21 09:45:41,4,15,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,14,King-Garrison,Solid,"['Food Scraps', 'Construction debris', 'PET Bottles']",1207,2336,Nigeria,Ibadan,7.367695,3.988967,None,0.89,0,1,0,20,Recycler is in the same country,-10.05
891,446,Kenya,Kisumu,Liquid,Industrial Effluent,201.31,High,16.5,27,Matched,29.78,Closed,11.48,2026-02-24 10:11:15,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,27,Welch-Duncan,Liquid,"['PET Bottles', 'E-waste', 'Wastewater']",2512,1604,Kenya,Mombasa,-4.033664,39.68155,Basic,0.91,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,14.71
891,446,Kenya,Kisumu,Liquid,Industrial Effluent,201.31,High,16.5,27,Matched,29.78,Closed,11.48,2026-02-24 10:11:15,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,27,Welch-Duncan,Liquid,"['PET Bottles', 'E-waste', 'Wastewater']",2512,1604,Kenya,Mombasa,-4.033664,39.68155,Basic,0.91,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,-59.73
892,446,Kenya,Kisumu,Organic,Agricultural Residue,371.28,High,0.0,25,Unmatched,195.28,Closed,6.4,2026-02-01 15:58:36,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,25,Welch-Thomas,Others,"['Wastewater', 'Construction debris', 'E-waste']",2042,2511,Nigeria,Kano,11.971364,8.575456,None,0.93,0,0,0,100,,14.71
892,446,Kenya,Kisumu,Organic,Agricultural Residue,371.28,High,0.0,25,Unmatched,195.28,Closed,6.4,2026-02-01 15:58:36,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,25,Welch-Thomas,Others,"['Wastewater', 'Construction debris', 'E-waste']",2042,2511,Nigeria,Kano,11.971364,8.575456,None,0.93,0,0,0,100,,-59.73
893,447,Kenya,Nakuru,Others,Textiles,165.03,High,6.0,27,Unmatched,28.98,In Progress,7.17,2025-11-09 19:04:15,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,27,Welch-Duncan,Liquid,"['PET Bottles', 'E-waste', 'Wastewater']",2512,1604,Kenya,Mombasa,-4.033664,39.68155,Basic,0.91,0,1,0,20,Recycler is in the same country,-2.53
893,447,Kenya,Nakuru,Others,Textiles,165.03,High,6.0,27,Unmatched,28.98,In Progress,7.17,2025-11-09 19:04:15,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,27,Welch-Duncan,Liquid,"['PET Bottles', 'E-waste', 'Wastewater']",2512,1604,Kenya,Mombasa,-4.033664,39.68155,Basic,0.91,0,1,0,20,Recycler is in the same country,30.98
894,447,Kenya,Nakuru,Organic,Livestock Manure,43.0,High,0.0,56,Unmatched,8.86,Closed,6.39,2025-11-12 09:05:10,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,0,0,100,,-2.53
894,447,Kenya,Nakuru,Organic,Livestock Manure,43.0,High,0.0,56,Unmatched,8.86,Closed,6.39,2025-11-12 09:05:10,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,0,0,100,,30.98
895,448,Nigeria,Abuja,Organic,Market Waste,41.75,Low,12.000000000000002,20,Matched,17.09,In Progress,6.99,2026-01-09 13:59:57,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,20,Dillon-Mccarty,Liquid,"['E-waste', 'Construction debris', 'PET Bottles']",1543,1963,Kenya,Kisumu,-0.063639,34.720723,Advanced,0.98,0,0,0,100,Low contamination risk; Low toxicity,-3.98
895,448,Nigeria,Abuja,Organic,Market Waste,41.75,Low,12.000000000000002,20,Matched,17.09,In Progress,6.99,2026-01-09 13:59:57,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,20,Dillon-Mccarty,Liquid,"['E-waste', 'Construction debris', 'PET Bottles']",1543,1963,Kenya,Kisumu,-0.063639,34.720723,Advanced,0.98,0,0,0,100,Low contamination risk; Low toxicity,-11.84
896,448,Nigeria,Abuja,Organic,Market Waste,317.83,Medium,14.0,49,Unmatched,199.36,In Progress,6.6,2025-12-07 22:53:12,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,49,"Ferguson, Stout and Olson",Others,"['Construction debris', 'Textiles', 'Wastewater']",3819,1029,Nigeria,Port Harcourt,4.819701,7.040234,Advanced,0.97,0,1,0,20,Recycler is in the same country,-3.98
896,448,Nigeria,Abuja,Organic,Market Waste,317.83,Medium,14.0,49,Unmatched,199.36,In Progress,6.6,2025-12-07 22:53:12,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,49,"Ferguson, Stout and Olson",Others,"['Construction debris', 'Textiles', 'Wastewater']",3819,1029,Nigeria,Port Harcourt,4.819701,7.040234,Advanced,0.97,0,1,0,20,Recycler is in the same country,-11.84
897,449,Nigeria,Port Harcourt,Organic,Market Waste,167.29,Low,18.000000000000004,6,Matched,50.66,Closed,6.13,2025-11-23 07:23:46,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,6,Ramirez-White,Others,"['Food Scraps', 'E-waste', 'Wastewater']",4954,377,Nigeria,Ibadan,7.427026,3.935037,None,0.77,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-16.76
897,449,Nigeria,Port Harcourt,Organic,Market Waste,167.29,Low,18.000000000000004,6,Matched,50.66,Closed,6.13,2025-11-23 07:23:46,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,6,Ramirez-White,Others,"['Food Scraps', 'E-waste', 'Wastewater']",4954,377,Nigeria,Ibadan,7.427026,3.935037,None,0.77,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,2.29
898,449,Nigeria,Port Harcourt,Organic,Food Scraps,264.03,Low,12.000000000000002,45,Matched,196.05,Open,5.9,2026-01-26 07:49:08,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,45,Mcdonald-Pitts,Liquid,"['Construction debris', 'PET Bottles', 'Textiles']",4871,765,Kenya,Eldoret,0.482774,35.266034,None,0.93,0,0,0,100,Low contamination risk; Low toxicity,-16.76
898,449,Nigeria,Port Harcourt,Organic,Food Scraps,264.03,Low,12.000000000000002,45,Matched,196.05,Open,5.9,2026-01-26 07:49:08,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,45,Mcdonald-Pitts,Liquid,"['Construction debris', 'PET Bottles', 'Textiles']",4871,765,Kenya,Eldoret,0.482774,35.266034,None,0.93,0,0,0,100,Low contamination risk; Low toxicity,2.29
899,450,Kenya,Nairobi,Organic,Market Waste,460.19,High,0.0,21,Matched,336.28,Open,5.22,2026-02-07 07:12:41,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,21,Ray Ltd,Others,"['Food Scraps', 'E-waste', 'Construction debris']",3918,271,Nigeria,Abuja,9.050613,7.4007,Advanced,0.72,0,0,0,100,,-41.3
899,450,Kenya,Nairobi,Organic,Market Waste,460.19,High,0.0,21,Matched,336.28,Open,5.22,2026-02-07 07:12:41,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,21,Ray Ltd,Others,"['Food Scraps', 'E-waste', 'Construction debris']",3918,271,Nigeria,Abuja,9.050613,7.4007,Advanced,0.72,0,0,0,100,,227.75
900,450,Kenya,Nairobi,Organic,Market Waste,407.34,Low,12.000000000000002,21,Unmatched,126.44,Closed,6.39,2025-12-03 17:07:40,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,21,Ray Ltd,Others,"['Food Scraps', 'E-waste', 'Construction debris']",3918,271,Nigeria,Abuja,9.050613,7.4007,Advanced,0.72,0,0,0,100,Low contamination risk; Low toxicity,-41.3
900,450,Kenya,Nairobi,Organic,Market Waste,407.34,Low,12.000000000000002,21,Unmatched,126.44,Closed,6.39,2025-12-03 17:07:40,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,21,Ray Ltd,Others,"['Food Scraps', 'E-waste', 'Construction debris']",3918,271,Nigeria,Abuja,9.050613,7.4007,Advanced,0.72,0,0,0,100,Low contamination risk; Low toxicity,227.75
901,451,Kenya,Eldoret,Organic,Agricultural Residue,59.8,Low,18.000000000000004,22,Matched,30.79,Closed,5.77,2026-03-18 15:07:03,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,22,"Ryan, Krause and Mitchell",Others,"['Construction debris', 'Wastewater', 'Textiles']",4885,2479,Kenya,Nairobi,-1.299437,36.80655,Basic,0.97,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-0.69
